"shapeid","x","y","house_num","special_co","streetname"
"413","-73.7757188956","40.7515352612","48-048","B","204 STREET"
"414","-73.7514712542","40.7775988365","31-001","B","237 STREET"
"415","-73.7690263078","40.7697542933","215-028","B","CORBETT ROAD"
"416","-73.8220517713","40.6046996638","45","B","12 ROAD"
"417","-73.7971095797","40.6868185314","111-036","B","LIVERPOOL STREET"
"418","-73.8579524707","40.8321219179","1966","B","EAST 177 STREET"
"419","-73.8213169712","40.8333558319","1000","B","THROGS NECK EXPRESSWAY SR"
"420","-73.751098716","40.7765063908","203","B","33 AVENUE"
"421","-73.8284258287","40.7068209738","153","B","124 PLACE"
"422","-73.7969174344","40.687118513","111-029","B","LIVERPOOL STREET"
"423","-73.8453723283","40.7903823749","7-013","B","122 STREET"
"424","-73.8370045571","40.663252986","156-016","B","97 STREET"
"425","-73.8252935473","40.7904930805","12","B","CENTER DRIVE"
"426","-73.839573309","40.716074578","8","B","PARK END PLACE"
"427","-73.7718655906","40.7464682186","58-011","B","205 STREET"
"428","-73.816900536","40.7162024457","141-037","B","GRAND CENTRAL PARKWAY"
"429","-73.8394839135","40.7161505283","4","B","PARK END PLACE"
"430","-73.9261376369","40.5561432863","55","B","UTICA WALK"
"431","-73.9849921384","40.7584181975","1550","B","BROADWAY"
"432","-73.8447488702","40.7181081411","23","B","GREENWAY SOUTH"
"433","-73.751064248","40.7762269526","237-002","B","33 AVENUE"
"434","-73.8617372068","40.7191718145","85-051","B","FLEET STREET"
"435","-73.7499448046","40.7752964436","237-021","B","35 AVENUE"
"436","-73.9909892099","40.7364361425","27","B","UNION SQUARE"
"437","-73.7818515877","40.7692033559","33-023","B","207 STREET"
"438","-73.7534268635","40.7785981024","10","B","30 AVENUE"
"439","-73.7495677967","40.7785690565","330","B","30 AVENUE"
"440","-73.9972811341","40.6207953989","1559","B","OVINGTON AVENUE"
"441","-74.008839315","40.6275800632","1041","B","68 STREET"
"442","-73.9388051742","40.576183169","1516","B","ORIENTAL BOULEVARD"
"443","-73.7967913338","40.6868616437","111-039","B","LIVERPOOL STREET"
"444","-73.9997081756","40.6221172343","1451","B","68 STREET"
"445","-73.8574329219","40.8998580068","607","B","EAST 238 STREET"
"446","-73.8211156175","40.8330557592","922","B","THROGS NECK EXPRESSWAY SR"
"447","-73.8761330812","40.7174974318","77-035","B","77 PLACE"
"448","-73.830145088","40.7080014994","84-018","B","124 PLACE"
"449","-73.7553850596","40.7243875053","87-014","B","HOLLIS COURT BOULEVARD"
"450","-73.7650008605","40.6977517852","188-037","B","114 AVENUE"
"451","-73.7664632929","40.7534678489","50-006","B","BELL BOULEVARD"
"452","-73.7745581728","40.7489946065","53-024","B","204 STREET"
"453","-73.7526634168","40.6046797002","16-024","B","FAR ROCKAWAY BOULEVARD"
"454","-73.8058358626","40.7868117805","156-003","B","15 AVENUE"
"455","-73.845493201","40.7881465237","9-043","B","122 STREET"
"456","-73.8106306745","40.7864228069","150-076","B","CROSS ISLAND PARKWAY"
"457","-73.8200037256","40.8318267872","864","B","THROGS NECK EXPRESSWAY SR"
"458","-73.8300537837","40.7909558289","4","B","POINT CRESCENT"
"459","-73.7537904883","40.7776263343","7","B","32 AVENUE"
"460","-73.7514500645","40.7750617484","129","B","35 AVENUE"
"461","-73.8152442413","40.7529302778","14420","B","46 AVENUE"
"462","-73.7501505959","40.7784750441","240-016","B","30 AVENUE"
"463","-73.781260111","40.7680138598","34-017","B","207 STREET"
"464","-73.7494195483","40.7753761224","237-035","B","35 AVENUE"
"465","-73.749683212","40.7757213596","234","B","34 AVENUE"
"466","-73.9026377579","40.7255479512","61-044","B","55 DRIVE"
"467","-73.821166461","40.6046221368","25","B","12 ROAD"
"468","-73.7503879802","40.5954935244","16-018","B","SEAGIRT BOULEVARD"
"469","-73.7518767121","40.7779678204","123","B","GROSVENOR ROAD"
"470","-73.7785294709","40.7630841706","39-001","B","207 STREET"
"471","-73.7513996079","40.7757631224","137","B","34 AVENUE"
"472","-74.0032643623","40.5760907236","40","B","TUDOR TERRACE"
"473","-73.8005522987","40.714330391","165-016","B","84 DRIVE"
"474","-74.0057102871","40.6256725449","1183","B","68 STREET"
"475","-73.8177005672","40.7162434359","141-011","B","GRAND CENTRAL PARKWAY"
"476","-73.7385648103","40.7694040973","43-006","B","250 STREET"
"477","-73.9976920227","40.6207077486","1552","B","OVINGTON AVENUE"
"478","-73.9818703068","40.6427812462","110","B","STORY COURT"
"479","-73.7807868584","40.7645650816","36-038","B","206 STREET"
"480","-73.8421984119","40.840939847","77","B","WESTCHESTER SQUARE"
"481","-73.8459110424","40.7865673504","13-010","B","122 STREET"
"482","-73.816819769","40.8279628141","650","B","THROGS NECK EXPRESSWAY SR"
"483","-73.7716532111","40.6699042672","142-005","B","168 STREET"
"484","-73.7502683174","40.7742366139","237-002","B","36 AVENUE"
"485","-73.7827443798","40.7709902193","32-019","B","207 STREET"
"486","-73.7519554473","40.7760789031","120","B","33 AVENUE"
"487","-73.7736714748","40.7470763312","56-034","B","204 STREET"
"488","-73.91387039","40.5632547578","204-013","B","BAYSIDE DRIVE"
"489","-73.8631739485","40.7187467609","85-011","B","FLEET STREET"
"490","-73.7748308848","40.7540768358","47-031","B","CLEARVIEW EXPRESSWAY"
"491","-73.7525706107","40.7776944278","104","B","GROSVENOR ROAD"
"492","-73.7478881302","40.7763414564","240-019","B","34 AVENUE"
"493","-73.8110120385","40.5917224953","3","B","BAYSIDE DOCK"
"494","-73.8356017368","40.7616093863","35-050","B","LAWRENCE STREET"
"495","-73.7812269617","40.7679497597","34-021","B","207 STREET"
"496","-73.8148109203","40.7532586882","146-010","B","46 AVENUE"
"497","-74.0037575015","40.6339741853","5723","B","10 AVENUE"
"498","-73.9571163322","40.8146149396","537","B","DR M L KING JR BOULEVARD"
"499","-73.9592173449","40.703966305","154","B","KEAP STREET"
"500","-73.8075770666","40.8176544467","4228","B","THROGS NECK EXPRESSWAY"
"501","-73.8069352809","40.7820464862","18-015","B","CLINTONVILLE STREET"
"502","-73.7677305411","40.6969969969","186-020","B","114 AVENUE"
"503","-73.8066831209","40.6861661618","109-043","B","138 STREET"
"504","-73.806827373","40.7820864219","18-017","B","CLINTONVILLE STREET"
"505","-73.7289275234","40.662941368","141-003","B","OCEAN AVENUE"
"506","-73.7615789983","40.6980768113","191-018","B","114 AVENUE"
"507","-73.774814873","40.7526127717","48-019","B","205 STREET"
"508","-73.7498193929","40.7778414753","240-008","B","31 AVENUE"
"509","-73.8220916413","40.834278496","1036","B","THROGS NECK EXPRESSWAY SR"
"510","-73.7536406921","40.7779582026","8","B","31 AVENUE"
"511","-73.7473767499","40.7330750075","222-005","B","GRAND CENTRAL PARKWAY"
"512","-73.7496704417","40.779957303","240-054","B","28 AVENUE"
"513","-73.8182916949","40.6094012784","13","B","6 ROAD"
"514","-73.7473817389","40.7778227671","363","B","32 AVENUE"
"515","-73.750872539","40.7758599167","237-001","B","34 AVENUE"
"516","-73.8460252546","40.7823418733","18-028","B","122 STREET"
"517","-74.0084685122","40.6273262683","1057","B","68 STREET"
"518","-73.9657811206","40.5776011571","34","B","BRIGHTON 1 TERRACE"
"519","-74.0094737226","40.6279656946","1015","B","68 STREET"
"520","-73.7716809812","40.6701494497","140-023","B","168 STREET"
"521","-73.7473680537","40.774652266","240-012","B","36 AVENUE"
"522","-73.7489259787","40.7758591936","237-056","B","34 AVENUE"
"523","-73.814306352","40.7535873774","146-030","B","46 AVENUE"
"524","-73.8096737831","40.6866629025","134-011","B","HAWTREE CREEK ROAD"
"525","-73.9521183938","40.5841364453","3340","B","SHORE PARKWAY SR SOUTH"
"526","-73.8953072082","40.8695668388","2760","B","JEROME AVENUE"
"527","-73.7478319202","40.77565003","240-011","B","35 AVENUE"
"528","-73.8170887787","40.7161986727","141-029","B","GRAND CENTRAL PARKWAY"
"529","-73.7461374612","40.775939341","361","B","35 AVENUE"
"530","-73.8409349654","40.5781322777","120-015","B","ROCKAWAY BEACH BOULEVARD"
"531","-74.0039652244","40.7385963944","49","B","8 AVENUE"
"532","-73.7522477925","40.775611855","236-011","B","34 AVENUE"
"533","-73.7632008729","40.5998490839","25-037","B","DICKENS STREET"
"534","-73.979786384","40.7117202655","397","B","F D R DRIVE"
"535","-73.8231270714","40.7256863645","141-011","B","72 ROAD"
"536","-73.8007079413","40.7595756814","165-012","B","NORTHERN BOULEVARD"
"537","-73.8417814902","40.7603947296","127-019","B","35 AVENUE"
"538","-73.8209955938","40.8328985598","918","B","THROGS NECK EXPRESSWAY SR"
"539","-73.9115582409","40.8198139421","752","B","BROOK AVENUE"
"540","-74.0136199936","40.6288064644","871","B","OVINGTON AVENUE"
"541","-74.0073786448","40.6264009149","1118","B","68 STREET"
"542","-73.8940944607","40.8705528505","2816","B","JEROME AVENUE"
"543","-73.8564687364","40.8111884088","265","B","WHITE PLAINS ROAD"
"544","-73.8450813396","40.7165651245","141","B","EXETER STREET"
"545","-73.7803541999","40.7664751881","35-027","B","207 STREET"
"546","-73.8166565219","40.6072922062","207","B","8 ROAD"
"547","-73.7499438391","40.7727153899","38-010","B","237 STREET"
"548","-73.7518987502","40.7779698391","236-025","B","31 AVENUE"
"549","-73.829784496","40.7049070777","83-021","B","122 STREET"
"550","-73.7387647882","40.7697088818","42-038","B","250 STREET"
"551","-73.7506908485","40.7807915713","321","B","27 AVENUE"
"552","-73.7291492378","40.6631343199","250-019","B","OCEAN AVENUE"
"553","-73.8553288981","40.7401942416","56-029","B","103 STREET"
"554","-73.782525765","40.77056122","32-035","B","207 STREET"
"555","-73.991588263","40.7355860384","5","B","UNION SQUARE"
"556","-73.9236677902","40.5561453849","48","B","BEACH 214 STREET"
"557","-73.75176219","40.7720198728","38-018","B","DOUGLASTON PARKWAY"
"558","-73.7538703945","40.7786027874","235-002","B","30 AVENUE"
"559","-73.7510426568","40.7762305977","200","B","33 AVENUE"
"560","-73.8973992561","40.7272111661","66-040","B","56 AVENUE"
"561","-73.7482663331","40.7759801209","302","B","34 AVENUE"
"562","-73.9565298752","40.5888019901","2538","B","SHEEPSHEAD BAY ROAD"
"563","-73.7475258276","40.7768020832","334","B","33 AVENUE"
"564","-73.7467911547","40.774063781","240-018","B","37 ROAD"
"565","-73.7475626041","40.7770946304","341","B","33 AVENUE"
"566","-73.8059901374","40.8196620951","852","B","SHORE DRIVE"
"567","-73.7489105536","40.7744695858","237-042","B","36 AVENUE"
"568","-73.7518901617","40.779697045","104","B","28 AVENUE"
"569","-73.8167876592","40.8279248991","648","B","THROGS NECK EXPRESSWAY SR"
"570","-74.0017113072","40.6229921044","1372","B","68 STREET"
"571","-73.9346808813","40.7373407013","32-000","B","QUEENS MIDTOWN EXPRESSWAY"
"572","-73.8566591043","40.8074723819","1025","B","BOLTON AVENUE"
"573","-73.9548769703","40.8120611927","423","B","DR M L KING JR BOULEVARD"
"574","-73.8451120257","40.7162560498","150","B","EXETER STREET"
"575","-73.8352462952","40.6785455887","103-017","B","109 AVENUE"
"576","-73.7971396119","40.6868747387","111-034","B","LIVERPOOL STREET"
"577","-73.7478075774","40.7767615362","240-034","B","33 AVENUE"
"578","-73.8463753709","40.67309677","89-030","B","135 AVENUE"
"579","-73.9364095015","40.7498940311","29-027","B","41 AVENUE"
"580","-73.7518750903","40.7756745632","121","B","34 AVENUE"
"581","-74.0139821265","40.6290263061","857","B","OVINGTON AVENUE"
"582","-73.749453625","40.7774814172","240-001","B","32 AVENUE"
"583","-73.7525612848","40.7780604077","236-001","B","31 AVENUE"
"584","-73.9855114056","40.7372619321","26","B","GRAMERCY PARK"
"585","-73.7525935476","40.7780639819","105","B","31 AVENUE"
"586","-73.8187154074","40.6063948729","18","B","9 ROAD"
"587","-73.8567124211","40.8317558849","2000","B","EAST 177 STREET"
"588","-73.7471003183","40.7757614235","335","B","35 AVENUE"
"589","-73.750597694","40.7307781824","218-017","B","GRAND CENTRAL PARKWAY"
"590","-73.7475030326","40.7775073644","350","B","32 AVENUE"
"591","-73.752234489","40.7780079823","113","B","31 AVENUE"
"592","-73.8298106145","40.7081571903","84-021","B","124 PLACE"
"593","-73.7818559843","40.766670534","35-004","B","206 STREET"
"594","-74.0070084611","40.6264980071","1125","B","68 STREET"
"595","-73.9316781557","40.8180106181","399","B","RIVER AVENUE"
"596","-74.0142487296","40.6288839082","852","B","OVINGTON AVENUE"
"597","-73.8210110598","40.8226920786","2984","B","CROSS BRONX EXPRESSWAY"
"598","-73.9788693957","40.7151698638","301","B","DELANCEY ST SOUTH"
"599","-73.8074528921","40.6644107599","132-011","B","NASSAU EXPRESSWAY"
"600","-73.7429611629","40.6574605497","240-063","B","EDGEWOOD STREET"
"601","-73.8990036672","40.7587062047","30-039","B","BROOKLYN QUEENS EXPWY E SR N"
"602","-73.8086334874","40.7832585907","17-018","B","CLINTONVILLE STREET"
"603","-73.8459713224","40.7833356968","15-032","B","122 STREET"
"604","-73.7522507181","40.7787094939","236-001","B","30 AVENUE"
"605","-73.7725498753","40.7479027358","56-019","B","205 STREET"
"606","-73.8029205171","40.7713569311","161-011","B","BAYSIDE LANE"
"607","-73.8242267673","40.7905293238","2","B","CENTER DRIVE"
"608","-73.7461859132","40.7739664874","8","B","37 ROAD"
"609","-73.8226846547","40.7258218572","141-023","B","72 ROAD"
"610","-74.0066773752","40.6262756303","1139","B","68 STREET"
"611","-74.006904287","40.6260547715","1142","B","68 STREET"
"612","-73.7791959251","40.764320193","38-001","B","207 STREET"
"613","-73.9558969435","40.8132084282","467","B","DR M L KING JR BOULEVARD"
"614","-73.7738157109","40.7504994511","50-041","B","205 STREET"
"615","-73.8222291242","40.6047186419","49","B","12 ROAD"
"616","-73.8465566533","40.7761568092","25-024","B","122 STREET"
"617","-73.7523240457","40.7798245945","24","B","28 AVENUE"
"618","-73.8089421024","40.8196236558","4167","B","EAST 177 STREET"
"619","-73.8794411581","40.6817197613","3133","B","FULTON STREET"
"620","-73.9657408222","40.5774922084","33","B","BRIGHTON 1 TERRACE"
"621","-73.8179881227","40.8294053533","742","B","THROGS NECK EXPRESSWAY SR"
"622","-73.8284112448","40.7897862933","38","B","CENTER DRIVE"
"623","-73.8921754013","40.7258690991","69-077","B","58 AVENUE"
"624","-73.8018744738","40.6764803375","118-011","B","139 STREET"
"625","-73.7417784666","40.7381766332","229-028","B","KINGSBURY AVENUE"
"626","-73.8095752268","40.6863323562","134-008","B","HAWTREE CREEK ROAD"
"627","-73.8257369559","40.6774239505","112-017","B","ROCKAWAY BOULEVARD"
"628","-73.7472070856","40.7754510038","240-026","B","35 AVENUE"
"629","-73.8150240019","40.786867476","149-030","B","15 AVENUE"
"630","-73.7479896867","40.7767206696","240-024","B","33 AVENUE"
"631","-73.7495630447","40.7788994049","335","B","30 AVENUE"
"632","-73.7534899564","40.7764611294","20","B","32 ROAD"
"633","-73.7499182583","40.7764045799","237-034","B","33 AVENUE"
"634","-73.8395306207","40.7161108459","6","B","PARK END PLACE"
"635","-73.8447226418","40.7180344631","27","B","GREENWAY SOUTH"
"636","-73.8219571189","40.6046920254","43","B","12 ROAD"
"637","-73.8355035959","40.874612399","3127","B","NEW ENGLAND THRUWAY"
"638","-74.0156027402","40.6299890716","717","B","OVINGTON AVENUE"
"639","-73.8595621213","40.7421900775","102-011","B","51 AVENUE"
"640","-73.7507357855","40.5957941817","16-036","B","SEAGIRT BOULEVARD"
"641","-73.8225652296","40.6019258475","47","B","16 ROAD"
"642","-73.7491245032","40.7775616755","315","B","32 AVENUE"
"643","-73.771980537","40.746711035","58-001","B","205 STREET"
"644","-73.8278844722","40.7904256407","141-035","B","CENTER DRIVE"
"645","-73.867083858","40.7495867958","98-011","B","ROOSEVELT AVENUE"
"646","-73.7477625474","40.7784693987","240-071","B","31 AVENUE"
"647","-73.7504298971","40.775210107","209","B","35 AVENUE"
"648","-73.7491824812","40.778224071","240-027","B","31 AVENUE"
"649","-73.8946645876","40.7716812753","75-001","B","20 AVENUE"
"650","-73.8742005245","40.7342317592","89-020","B","QUEENS BOULEVARD"
"651","-73.8857381492","40.717040977","69-073","B","63 AVENUE"
"652","-73.8125803029","40.5848506828","109","B","BEACH 88 STREET"
"653","-73.9832327908","40.7159170113","213","B","DELANCEY ST SOUTH"
"654","-73.8460239723","40.7779573595","23-021","B","122 STREET"
"655","-73.749723569","40.7788714999","240-039","B","30 AVENUE"
"656","-73.8226628963","40.6019368825","49","B","16 ROAD"
"657","-73.8073984896","40.8175958665","4234","B","THROGS NECK EXPRESSWAY"
"658","-74.0096170046","40.6277763866","1018","B","68 STREET"
"659","-74.0084252359","40.6270352798","1068","B","68 STREET"
"660","-74.0008349111","40.6224922202","1414","B","68 STREET"
"661","-73.8188995599","40.8304263405","802","B","THROGS NECK EXPRESSWAY SR"
"662","-74.0160562708","40.6302705993","701","B","OVINGTON AVENUE"
"663","-73.9315075498","40.6945313236","1072","B","BROADWAY"
"664","-73.860640825","40.7191535749","85-072","B","FLEET STREET"
"665","-73.8152347204","40.7532778058","146-001","B","46 AVENUE"
"666","-73.8460146538","40.7764156948","25-007","B","122 STREET"
"667","-74.0053869854","40.6254178428","1203","B","68 STREET"
"668","-73.8072213841","40.8175365391","4240","B","THROGS NECK EXPRESSWAY"
"669","-73.8178427489","40.8292332916","730","B","THROGS NECK EXPRESSWAY SR"
"670","-73.8232833045","40.602008184","63","B","16 ROAD"
"671","-73.8554595214","40.8109274386","256","B","SOUNDVIEW AVENUE"
